,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BMI1,-0.076286286,-0.0036668384,4.298605,-0.049948037,-0.05615087,6.642981,-0.05835333,2.1026273,-0.03443777,3.2822847,-0.0550193,-0.04038898,6.845782,-0.028562015,4.5001645,6.4674687
ARNT2,-0.07746516,-0.0037183154,4.356365,-0.05078626,-0.057450652,6.7544756,-0.059435185,2.0768785,-0.03493703,3.357189,-0.056069408,-0.04121767,6.9664235,-0.029222302,4.571646,6.5850067
BTG2,-0.075818725,-0.0044907657,4.23328,-0.048605263,-0.05548403,6.469687,-0.05819107,2.0233936,-0.035070423,3.208336,-0.054244995,-0.040860616,6.6934075,-0.027382078,4.4774323,6.4648695
MED4,-0.07573799,-0.003633512,4.2701807,-0.049518194,-0.055517387,6.5902367,-0.05781564,2.114495,-0.034208678,3.251026,-0.05452468,-0.04000615,6.7843084,-0.028211512,4.4595666,6.4076357
SOAT1,-0.079844855,-0.0042832284,4.325497,-0.045825124,-0.054215524,5.963658,-0.05402576,1.6762184,-0.03831757,3.3757713,-0.059417136,-0.044247273,6.268673,-0.03270701,4.125289,6.068407
TLE1,-0.07702054,-0.0036904975,4.335649,-0.050471682,-0.056939628,6.712234,-0.059013914,2.0881023,-0.034764253,3.3292034,-0.05568792,-0.040912718,6.91622,-0.028971558,4.5426183,6.5390954
NFATC2IP,-0.074407026,-0.0035534473,4.207398,-0.048590187,-0.054075807,6.462081,-0.05657702,2.142111,-0.03367218,3.1631744,-0.053318653,-0.039088946,6.652289,-0.027523497,4.381099,6.272305
GM13597,-0.08293462,-0.0019796959,3.7632172,-0.05035304,-0.06891362,6.7689443,-0.059487063,0.15113753,-0.034506224,3.888342,-0.06417822,-0.050569892,7.483136,-0.038725033,4.664376,6.9644084
SOX4,-0.0763611,-0.0036739372,4.29827,-0.049956974,-0.05620831,6.649452,-0.05838686,2.100722,-0.03446806,3.289174,-0.05507481,-0.040435396,6.8479095,-0.028542232,4.497832,6.4723606
YEATS2,-0.07529943,-0.0036165162,4.24969,-0.04921297,-0.055051364,6.5503535,-0.05744028,2.1232305,-0.0340296,3.2225788,-0.054143593,-0.039698925,6.739972,-0.027971962,4.4342084,6.3677793
TXNDC12,-0.064170375,-0.005218069,3.469336,-0.03841265,-0.052057113,5.410407,-0.04548345,2.2228224,-0.024175243,2.44031,-0.043117777,-0.033598132,5.464499,-0.030058758,3.5976315,5.4299536
ODC1,-0.07396141,-0.0035019827,4.188921,-0.04825642,-0.053605255,6.415142,-0.056119163,2.1493235,-0.03352774,3.135544,-0.052930545,-0.03884362,6.6024127,-0.027331192,4.3475385,6.2325296
GM24044,-0.08293462,-0.0019796959,3.7632172,-0.05035304,-0.06891362,6.7689443,-0.059487063,0.15113753,-0.034506224,3.888342,-0.06417822,-0.050569892,7.483136,-0.038725033,4.664376,6.9644084
CRAMP1L,-0.0780593,-0.0037749617,4.377683,-0.051152986,-0.05808758,6.815326,-0.060037706,2.0586398,-0.035123456,3.4023051,-0.056645513,-0.041575264,7.0220227,-0.029425306,4.601321,6.644456
YAF2,-0.07854681,-0.0037698164,4.407277,-0.05156241,-0.05867305,6.8651237,-0.060582068,2.0463214,-0.035339322,3.4303112,-0.057122476,-0.041900266,7.0780387,-0.029785192,4.6396246,6.6952534
SLC25A4,-0.07549179,-0.0036284667,4.2579556,-0.049346097,-0.05524469,6.5676646,-0.05760674,2.120056,-0.0341003,3.233387,-0.054301083,-0.03981289,6.7600117,-0.028065922,4.4464602,6.3818607
