,TF,Target
0,845,1298
1,800,2304
2,845,1488
3,845,784
4,1006,937
5,511,2556
6,1006,2064
7,2534,100
8,845,2078
9,796,925
10,2641,1838
11,2641,1127
12,845,550
13,796,1429
14,1384,38
15,851,1703
16,511,2630
17,851,2808
18,1579,1823
19,800,2924
20,1499,2390
21,511,792
22,511,2847
23,845,1146
24,800,41
25,511,1820
26,1384,1806
27,1384,1036
28,1384,2147
29,967,2281
30,1680,1789
31,1006,377
32,2641,1101
33,1006,886
34,2641,2869
35,796,696
36,511,1027
37,1006,979
38,796,1068
39,967,808
40,1978,2603
41,511,1480
42,800,388
43,1008,2602
44,511,1135
45,1384,2472
46,1384,949
47,1384,2057
48,264,2606
49,1680,148
50,845,1875
51,1301,299
52,1579,836
53,796,1666
54,845,2820
55,511,2812
56,845,1789
57,845,1265
58,796,2217
59,967,2988
60,796,74
61,851,2212
62,1337,2559
63,2641,1473
64,2623,2595
65,511,1663
66,511,1959
67,845,148
68,2641,2351
69,1006,864
70,511,317
71,796,196
72,1301,674
73,845,2764
74,851,1470
75,2534,500
76,1006,106
77,1006,2621
78,1579,1656
79,1006,1554
80,511,2723
81,796,2498
82,1337,2464
83,511,2701
84,851,2458
85,2623,1717
86,1006,2270
87,967,2184
88,1680,2140
89,845,97
90,1006,561
91,1384,1615
92,1006,615
93,2641,1438
94,2641,1231
95,1301,2457
96,1006,628
97,796,80
98,1006,1032
99,1006,1144
100,511,2616
101,2623,2327
102,796,518
103,1579,67
104,1680,668
105,796,197
106,845,1525
107,2623,225
108,845,207
109,2641,1841
110,511,1072
111,845,2140
112,2641,388
113,845,2219
114,1006,804
115,845,2208
116,1006,462
117,511,2478
118,796,1426
119,1579,2967
120,796,762
121,511,557
122,1680,1194
123,845,1064
124,1384,533
125,1007,1701
126,1680,2842
127,845,1909
128,1680,2961
129,511,2703
130,2641,1862
131,1384,715
132,1384,1611
133,2641,517
134,851,1579
135,845,668
136,1579,486
137,845,2379
138,2641,1801
139,1006,1145
140,2534,366
141,511,326
142,2534,855
143,1978,1034
144,845,2254
145,1859,2512
146,796,2645
147,1579,1526
148,1859,2389
149,1006,1461
150,511,2324
151,1680,1965
152,1680,685
153,2534,2172
154,2534,2248
155,845,2842
156,800,105
157,1006,2865
158,1006,912
159,2623,756
160,1006,1202
161,2534,2782
162,1579,582
163,796,2071
164,1006,1888
165,511,990
166,1301,1521
167,2623,2751
168,796,501
169,1579,1712
