,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MTFR1,0.22275193,6.435729,-0.07731544,2.1239583,-0.059857357,5.5581803,2.4154959,7.200248,-0.051018756,0.17367028,4.3182607,4.3488817,-0.08642653,-0.062189214,3.0256567,-0.07928195
CD93,0.32057416,6.3526707,-0.076496184,2.2454078,-0.059444282,5.4195514,2.4194288,7.206508,-0.051049545,0.17491259,4.2834625,4.27115,-0.0853997,-0.06207472,3.1242568,-0.07848346
WDR5,-0.005221904,5.3827696,-0.063640885,0.75395644,-0.044768047,5.2693696,1.8327833,5.587152,-0.03829433,0.25626603,3.0802763,3.9018042,-0.06816109,-0.043045547,1.3940194,-0.064593494
JAK3,0.1098212,6.0731707,-0.070285626,1.7629806,-0.05861525,5.5040903,2.4068966,7.3155084,-0.048542794,0.2747091,4.1720185,4.442394,-0.07880211,-0.059023134,2.6854925,-0.07288626
GSTM5,0.32270932,6.3285894,-0.07613054,2.2415574,-0.059251666,5.3917546,2.4222503,7.1735263,-0.0509315,0.16018324,4.2749486,4.241665,-0.085120365,-0.061924648,3.1002357,-0.07823927
MTHFD1,0.30175203,6.3743687,-0.076919995,2.2234895,-0.059797578,5.4445267,2.4374852,7.2208214,-0.0511016,0.1744677,4.306772,4.281642,-0.085953355,-0.06237223,3.1368806,-0.07881658
ZFP451,0.27022177,6.38958,-0.0771938,2.183149,-0.0599079,5.4984703,2.4117255,7.2197437,-0.05088006,0.20512827,4.30589,4.3049784,-0.08642704,-0.06238682,3.1289542,-0.07896352
HMGB2,0.31753266,6.3434258,-0.07634595,2.2349885,-0.059424184,5.4117837,2.4258819,7.188224,-0.050975747,0.16113818,4.2846746,4.2535486,-0.08537144,-0.062058523,3.1058924,-0.078418754
CASP1,0.47584128,5.929411,-0.0706533,2.334697,-0.06054238,4.771521,2.2669325,6.3251624,-0.053842958,0.050812744,3.7048945,4.208985,-0.076262504,-0.058295224,2.8268812,-0.07597189
JUN,-0.006467307,4.176685,-0.05587588,0.4839356,-0.03627936,4.022834,1.6875272,4.210919,-0.029200258,0.55752015,1.9550124,3.2870026,-0.053725317,-0.035200067,1.0596015,-0.05409562
TLE2,0.2610771,6.396097,-0.07677673,2.1826932,-0.0597951,5.4938993,2.4212327,7.1931715,-0.051111594,0.16774556,4.3027472,4.3171835,-0.08619582,-0.062256634,3.0577195,-0.07892406
ALDH9A1,0.24096577,6.445074,-0.07779123,2.158816,-0.060172617,5.5369854,2.4269795,7.246793,-0.051234283,0.20422205,4.3299017,4.3678775,-0.08681234,-0.06256978,3.1147764,-0.079489864
TLK1,0.21894272,4.819519,-0.067592844,1.9983445,-0.049589593,3.7212114,2.3124976,5.457278,-0.039740603,0.5813846,2.8801584,3.450055,-0.0677912,-0.053676512,2.8368804,-0.06588435
ELP3,0.28967977,6.387782,-0.077126704,2.2197545,-0.059922755,5.4563375,2.4362402,7.2412467,-0.05120716,0.19413185,4.3111997,4.3109503,-0.086236864,-0.062475875,3.151009,-0.07894139
UBA3,0.2643203,6.4159527,-0.07735544,2.1912065,-0.06002789,5.501801,2.417758,7.245875,-0.05126082,0.20755622,4.3064313,4.3574357,-0.08659128,-0.062490966,3.1210673,-0.07918235
ELAC2,0.29809976,6.3873672,-0.0769702,2.2247312,-0.059851225,5.458745,2.4362864,7.2303386,-0.051256068,0.18104966,4.3113656,4.2921534,-0.08611505,-0.062446237,3.1294124,-0.078975916
TES,0.033976957,6.1778784,-0.07715869,2.061182,-0.059142325,5.654951,1.9733703,6.730284,-0.045452338,0.594402,4.3208876,3.7182899,-0.08380451,-0.059691127,2.7477596,-0.0772033
TOP2A,0.3127643,6.3546553,-0.076654024,2.2433913,-0.05956116,5.414095,2.4194694,7.210158,-0.05118297,0.18650423,4.285997,4.277432,-0.08571719,-0.062256616,3.1419382,-0.07859602
GM28875,-0.0065184534,4.9575806,-0.05793434,0.45811778,-0.039614744,5.0416,1.6647693,5.0382953,-0.034562334,0.1939202,2.6535945,3.6995828,-0.06103743,-0.03697584,0.87780744,-0.059141602
ZFP930,0.28643006,6.4196777,-0.077328,2.2058184,-0.060009938,5.501456,2.4377604,7.2513247,-0.051274285,0.18517442,4.3204675,4.3212204,-0.086433046,-0.06252104,3.1252425,-0.07926945
RPA1,0.195747,6.4967375,-0.07788195,2.113513,-0.060442556,5.6358457,2.4358344,7.269731,-0.051331665,0.15154493,4.337524,4.4047585,-0.087282814,-0.06255059,3.0283787,-0.07978409
DNM1L,0.30833358,6.3584127,-0.0771141,2.2362008,-0.059744366,5.42886,2.4180741,7.239476,-0.05108256,0.22999711,4.2858067,4.2849307,-0.08608828,-0.062456954,3.1777837,-0.07884143
SMIM15,0.28467166,6.369114,-0.07642693,2.1862204,-0.059518322,5.4592977,2.43507,7.162964,-0.05092906,0.14110687,4.3043084,4.259734,-0.085609876,-0.062055692,3.0479653,-0.07866393
VIM,0.3120764,6.345916,-0.07643048,2.2251468,-0.059515804,5.430512,2.428565,7.1942987,-0.050958876,0.16155398,4.289817,4.253337,-0.085483834,-0.06215908,3.1033177,-0.078462414
9030619P08RIK,-0.00785474,4.5876427,-0.05125137,0.11038306,-0.03574327,4.8513937,1.8054475,4.3715014,-0.031986773,0.042002536,2.2667189,3.2948186,-0.059393518,-0.03174748,0.38155013,-0.057260573
WDR36,0.29182088,6.392948,-0.07712347,2.2179415,-0.05991847,5.461099,2.4386058,7.235041,-0.05123894,0.18551546,4.3146825,4.3020253,-0.08624241,-0.062491763,3.142747,-0.07902324
MCM4,0.27056402,6.4292088,-0.077526264,2.194169,-0.060074434,5.5048366,2.4340925,7.240079,-0.051315773,0.18781102,4.3322396,4.336641,-0.08657172,-0.06261211,3.126848,-0.07936201
SNAP23,0.3169427,6.3112764,-0.07626913,2.2384322,-0.059321903,5.3862553,2.3974109,7.168572,-0.050736073,0.19253895,4.2703495,4.236291,-0.085396215,-0.06205355,3.1389692,-0.07814749
PDK3,-0.00043790482,6.2879534,-0.07044041,2.3656044,-0.05294907,5.583647,2.0996287,7.2343135,-0.048308123,0.5599692,3.7629213,4.406041,-0.07808622,-0.054949403,2.6105595,-0.07243223
SCRN3,0.31239742,6.359909,-0.07675764,2.2357934,-0.05963818,5.4398303,2.4152899,7.2201877,-0.05099225,0.19445121,4.2895737,4.2765126,-0.085783325,-0.062237367,3.140813,-0.07864648
SMARCA2,0.20136388,6.4634256,-0.07780053,2.1126072,-0.06011447,5.5786295,2.417148,7.23172,-0.05114313,0.21341683,4.323289,4.3974447,-0.087027125,-0.062395252,3.0657465,-0.079589315
GANAB,0.30547547,6.3530407,-0.07619346,2.2126682,-0.05936557,5.4356694,2.42596,7.1669927,-0.050955765,0.14271604,4.2912464,4.245937,-0.085393496,-0.061999377,3.0571814,-0.07848787
SLC18A2,0.07252973,6.3397007,-0.07624686,1.8028501,-0.055746786,5.5705657,2.3143196,7.0255375,-0.049009398,0.40932062,4.2699037,4.30242,-0.08749581,-0.059818394,2.8397596,-0.079718806
CACFD1,0.32634574,6.3067846,-0.075737484,2.2328804,-0.05900676,5.384599,2.4032083,7.137644,-0.050666675,0.15344426,4.265294,4.2163005,-0.08477349,-0.061694894,3.067128,-0.077938765
ZFP945,0.2864867,6.411811,-0.07728323,2.2155654,-0.059969053,5.4811635,2.4327126,7.238916,-0.051363762,0.18711068,4.323246,4.31892,-0.08637852,-0.06257497,3.1334515,-0.079209976
ZFP672,0.2756998,6.4035397,-0.07706836,2.1994727,-0.05993178,5.4858556,2.4361334,7.228236,-0.05120928,0.17744416,4.315992,4.3148947,-0.08635207,-0.0624623,3.110401,-0.07908047
GNAI3,0.3255334,6.3219147,-0.07614803,2.244754,-0.05926264,5.391386,2.411047,7.1766663,-0.050834034,0.17142585,4.2706046,4.240948,-0.08514314,-0.061934683,3.113506,-0.078170724
REL,0.15997662,6.4670544,-0.077687815,2.0422528,-0.059839647,5.614488,2.4084287,7.1921787,-0.05082655,0.20598261,4.3041463,4.3960614,-0.08696587,-0.06198271,2.993911,-0.07954801
SEPT6,0.082596436,6.2330523,-0.072889134,2.498339,-0.053904798,5.830754,1.9511867,7.407008,-0.046342447,0.3795445,3.589928,4.544527,-0.075887725,-0.052923467,2.6920536,-0.0717145
E2F8,-0.0006272083,6.382633,-0.07208525,2.3627906,-0.05409597,5.683759,2.1248167,7.35798,-0.048938874,0.6035208,3.825383,4.497428,-0.07984262,-0.055977177,2.7036417,-0.07375166
NSD2,0.28589433,6.375848,-0.07339406,2.115995,-0.055929903,5.339058,2.095801,6.8749843,-0.05122042,0.10520169,4.369725,4.4664493,-0.0852052,-0.06200336,2.8735182,-0.07739537
TRIB3,0.28438282,6.368824,-0.07643747,2.1837056,-0.05952733,5.4622445,2.4356632,7.1639624,-0.05090654,0.14260726,4.303969,4.2585807,-0.08558482,-0.062034857,3.0463736,-0.07866555
KRT18,0.42219365,5.9271536,-0.06992728,2.2837412,-0.060843185,4.779832,2.2914524,6.306452,-0.05311771,0.06658615,3.7080913,4.2748795,-0.07577804,-0.05782884,2.7449763,-0.07549869
FZR1,0.3100686,6.3457212,-0.0768104,2.241047,-0.05967986,5.4085584,2.421021,7.213487,-0.051077943,0.20673853,4.2911644,4.26664,-0.085856065,-0.062347054,3.1692758,-0.07862618
MED22,0.28602254,6.40736,-0.07720084,2.2081697,-0.059849117,5.48559,2.4262028,7.2272105,-0.05123939,0.18057798,4.3178983,4.314461,-0.08612048,-0.06239773,3.1139588,-0.0791063
GMPR,0.21925782,6.422063,-0.07680838,2.1043384,-0.05965503,5.5552955,2.4260178,7.158838,-0.050920423,0.16472031,4.3106794,4.32718,-0.086205184,-0.061961126,2.9749284,-0.07916031
TFG,0.2816713,6.402952,-0.07745411,2.209362,-0.060073707,5.4783955,2.430294,7.2524624,-0.051238008,0.21667211,4.317414,4.3183665,-0.08661408,-0.062630415,3.1698825,-0.07920102
DIS3L2,0.2827124,6.3971167,-0.07682481,2.1915112,-0.059772875,5.4958954,2.433302,7.2088995,-0.051089603,0.15685582,4.309447,4.2910204,-0.08607481,-0.062272806,3.0706546,-0.078993246
PWWP3A,-0.0065184534,4.9575806,-0.05793434,0.45811778,-0.039614744,5.0416,1.6647693,5.0382953,-0.034562334,0.1939202,2.6535945,3.6995828,-0.06103743,-0.03697584,0.87780744,-0.059141602
STXBP3,0.19048126,6.2447424,-0.07504197,1.9293959,-0.054885782,5.4136815,2.3273325,6.979142,-0.049116526,0.36888808,4.282374,4.155187,-0.08614766,-0.059721593,2.8665266,-0.07909594
VPS26C,0.30593914,6.3729258,-0.0767162,2.2233763,-0.0596866,5.4484644,2.4335876,7.210475,-0.051131885,0.16995475,4.3039255,4.273749,-0.08579929,-0.06227192,3.1101227,-0.078787744
TOM1L1,0.26900607,6.3972178,-0.07693842,2.185122,-0.059758347,5.4881363,2.4278035,7.191521,-0.051090907,0.15693893,4.3126836,4.301454,-0.08596962,-0.062255885,3.0695603,-0.07897226
DCP1A,0.27290708,6.3766775,-0.076814,2.2282097,-0.06031035,5.403624,2.4694872,7.258127,-0.050890736,0.2503561,4.320388,4.354565,-0.085797496,-0.062343847,3.181671,-0.078646764
KPNA3,0.32140756,6.334553,-0.07615726,2.2363353,-0.059290342,5.4013605,2.4234467,7.1754036,-0.050931115,0.155525,4.27869,4.243289,-0.08516385,-0.061946683,3.0931838,-0.07829698
DDHD2,0.29463446,6.35763,-0.07635237,2.207569,-0.05947739,5.4424014,2.4266796,7.174387,-0.050916057,0.14898923,4.2942953,4.262372,-0.0855931,-0.06207743,3.0742033,-0.07851058
PBX1,0.31594342,6.326928,-0.07574683,2.2189395,-0.059029926,5.4036226,2.4191852,7.137954,-0.050823677,0.13378571,4.2710466,4.2240453,-0.08488011,-0.06170386,3.03644,-0.0781445
EIF1AD,0.2562437,6.4338617,-0.07767948,2.18949,-0.06017671,5.507833,2.4275718,7.2512555,-0.05130799,0.2077413,4.32815,4.3620396,-0.08678716,-0.062616915,3.144946,-0.079416715
KAT7,0.30193943,6.382719,-0.07683129,2.2194026,-0.059778407,5.463867,2.4338188,7.219959,-0.051113587,0.16854562,4.3081846,4.280442,-0.085913114,-0.062308725,3.1122775,-0.07884032
